swapNs,durationNs,display,surfaceId,label
23488702958,16641625,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,403 :Surface  529 )"
23505344583,16658417,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,404 :Surface  533 )"
23522003000,16644500,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,405 :Surface  532 )"
23538647500,16649250,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,406 :Surface  529 )"
23555296750,16656083,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,407 :Surface  533 )"
23571952833,16647458,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,408 :Surface  532 )"
23588600291,16651459,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,409 :Surface  529 )"
23605251750,16652583,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,410 :Surface  533 )"
23621904333,16638833,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,411 :Surface  532 )"
23638543166,16653000,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,412 :Surface  529 )"
23655196166,16649209,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,413 :Surface  533 )"
23671845375,16655583,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,414 :Surface  532 )"
23688500958,16644500,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,415 :Surface  529 )"
23705145458,16643542,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,416 :Surface  533 )"
23721789000,16658250,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,417 :Surface  532 )"
23738447250,16647458,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,418 :Surface  529 )"
23755094708,16642375,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,419 :Surface  533 )"
23771737083,16657417,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,420 :Surface  532 )"
23788394500,16647125,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,421 :Surface  529 )"
23805041625,16648791,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,422 :Surface  533 )"
23821690416,16646042,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,423 :Surface  532 )"
23838336458,16651875,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,424 :Surface  529 )"
23854988333,16641208,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,425 :Surface  533 )"
23871629541,16658000,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,426 :Surface  532 )"
23888287541,16648375,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,427 :Surface  529 )"
23904935916,16647959,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,428 :Surface  533 )"
23921583875,16645708,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,429 :Surface  532 )"
23938229583,16649500,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,430 :Surface  529 )"
23954879083,16653583,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,431 :Surface  533 )"
23971532666,16646875,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,432 :Surface  532 )"
23988179541,16648417,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,433 :Surface  529 )"
24004827958,16646500,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,434 :Surface  533 )"
24021474458,16650083,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,435 :Surface  532 )"
24038124541,16650625,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,436 :Surface  529 )"
24054775166,16638042,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,437 :Surface  533 )"
24071413208,16649958,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,438 :Surface  532 )"
24088063166,16650709,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,439 :Surface  529 )"
24104713875,16650625,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,440 :Surface  533 )"
24121364500,16648833,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,441 :Surface  532 )"
24138013333,16654750,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,442 :Surface  529 )"
24154668083,16644792,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,443 :Surface  533 )"
24171312875,16640375,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,444 :Surface  532 )"
24187953250,16646916,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,445 :Surface  529 )"
24204600166,16644250,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,446 :Surface  533 )"
24221244416,16653667,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,447 :Surface  532 )"
24237898083,16638125,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,448 :Surface  529 )"
24254536208,16656625,Display 1,533,"Direct to Display (Surface  533 ,  iospbrorbit (3430) :Frame  1,449 :Surface  533 )"
24271192833,16647583,Display 1,532,"Direct to Display (Surface  532 ,  iospbrorbit (3430) :Frame  1,450 :Surface  532 )"
24287840416,16643667,Display 1,529,"Direct to Display (Surface  529 ,  iospbrorbit (3430) :Frame  1,451 :Surface  529 )"
