swapNs,durationNs,display,surfaceId,label
67707619541,16653292,Display 1,568,"Direct to Display (Surface  568 ,  iospbrorbit (3242) :Frame  53 :Surface  568 )"
67724272833,16644500,Display 1,564,"Direct to Display (Surface  564 ,  iospbrorbit (3242) :Frame  54 :Surface  564 )"
67740917333,16641833,Display 1,565,"Direct to Display (Surface  565 ,  iospbrorbit (3242) :Frame  55 :Surface  565 )"
67757559166,16641500,Display 1,568,"Direct to Display (Surface  568 ,  iospbrorbit (3242) :Frame  56 :Surface  568 )"
67774200666,16661667,Display 1,564,"Direct to Display (Surface  564 ,  iospbrorbit (3242) :Frame  57 :Surface  564 )"
67790862333,16646750,Display 1,565,"Direct to Display (Surface  565 ,  iospbrorbit (3242) :Frame  58 :Surface  565 )"
67807509083,16646125,Display 1,568,"Direct to Display (Surface  568 ,  iospbrorbit (3242) :Frame  59 :Surface  568 )"
67824155208,16645500,Display 1,564,"Direct to Display (Surface  564 ,  iospbrorbit (3242) :Frame  60 :Surface  564 )"
67840800708,16652083,Display 1,565,"Direct to Display (Surface  565 ,  iospbrorbit (3242) :Frame  61 :Surface  565 )"
67857452791,16646542,Display 1,568,"Direct to Display (Surface  568 ,  iospbrorbit (3242) :Frame  62 :Surface  568 )"
67874099333,16645167,Display 1,564,"Direct to Display (Surface  564 ,  iospbrorbit (3242) :Frame  63 :Surface  564 )"
67890744500,16642541,Display 1,565,"Direct to Display (Surface  565 ,  iospbrorbit (3242) :Frame  64 :Surface  565 )"
67907387041,16642709,Display 1,568,"Direct to Display (Surface  568 ,  iospbrorbit (3242) :Frame  65 :Surface  568 )"
67924029750,16644083,Display 1,564,"Direct to Display (Surface  564 ,  iospbrorbit (3242) :Frame  66 :Surface  564 )"
67940673833,16653292,Display 1,565,"Direct to Display (Surface  565 ,  iospbrorbit (3242) :Frame  67 :Surface  565 )"
67957327125,16652333,Display 1,568,"Direct to Display (Surface  568 ,  iospbrorbit (3242) :Frame  68 :Surface  568 )"
67973979458,16633125,Display 1,564,"Direct to Display (Surface  564 ,  iospbrorbit (3242) :Frame  69 :Surface  564 )"
67990612583,16656042,Display 1,565,"Direct to Display (Surface  565 ,  iospbrorbit (3242) :Frame  70 :Surface  565 )"
68007268625,16640041,Display 1,568,"Direct to Display (Surface  568 ,  iospbrorbit (3242) :Frame  71 :Surface  568 )"
68023908666,16661125,Display 1,564,"Direct to Display (Surface  564 ,  iospbrorbit (3242) :Frame  72 :Surface  564 )"
68040569791,16646250,Display 1,565,"Direct to Display (Surface  565 ,  iospbrorbit (3242) :Frame  73 :Surface  565 )"
68057216041,16647709,Display 1,568,"Direct to Display (Surface  568 ,  iospbrorbit (3242) :Frame  74 :Surface  568 )"
68073863750,16640750,Display 1,564,"Direct to Display (Surface  564 ,  iospbrorbit (3242) :Frame  75 :Surface  564 )"
68090504500,16651875,Display 1,565,"Direct to Display (Surface  565 ,  iospbrorbit (3242) :Frame  76 :Surface  565 )"
68107156375,16645375,Display 1,568,"Direct to Display (Surface  568 ,  iospbrorbit (3242) :Frame  77 :Surface  568 )"
68123801750,16642291,Display 1,564,"Direct to Display (Surface  564 ,  iospbrorbit (3242) :Frame  78 :Surface  564 )"
68140444041,16647209,Display 1,565,"Direct to Display (Surface  565 ,  iospbrorbit (3242) :Frame  79 :Surface  565 )"
68157091250,16646583,Display 1,568,"Direct to Display (Surface  568 ,  iospbrorbit (3242) :Frame  80 :Surface  568 )"
68173737833,16646042,Display 1,564,"Direct to Display (Surface  564 ,  iospbrorbit (3242) :Frame  81 :Surface  564 )"
